Symbol,Market Cap,Country,IPO Year,Volume,Sector,Industry
DLTR,27658842402,United States,1995,1777592,Consumer Discretionary,Department/Specialty Retail Stores
WBD,27385092115,United States,,16667241,Telecommunications,Cable & Other Pay Television Services
WIT,27384709528,India,,1573393,Technology,EDP Services
DG,27224244414,United States,2009,2603045,Consumer Discretionary,Department/Specialty Retail Stores
SYM,27219855503,United States,2021,776295,Industrials,Industrial Machinery/Components
PKX,27041748584,South Korea,1994,47358,Industrials,Steel/Iron Ore
TTWO,26734629864,United States,1997,2256332,Technology,Computer Software: Prepackaged Software
CAH,26601305595,United States,,1519066,Health Care,Other Pharmaceuticals
DAL,26536431977,United States,,8445540,Consumer Discretionary,Air Freight/Delivery Services
HUBS,26536275491,United States,2014,575779,Technology,Computer Software: Prepackaged Software
KEYS,26524327263,United States,2014,1678733,Industrials,Industrial Machinery/Components
FANG,26468288639,United States,2012,2402285,Energy,Oil & Gas Production
HBANP,26398408945,United States,,55675,Finance,Major Banks
CQP,26336568682,United States,2007,321760,Utilities,Oil/Gas Transmission
TU,26335500000,Canada,,1393197,,
DB,26275200000,Germany,,1985968,Finance,Major Banks
NET,26253999153,United States,2019,1824901,Technology,Computer Software: Prepackaged Software
RBLX,26221903396,United States,2021,7626284,Technology,EDP Services
WEC,26190529109,United States,,2907186,Utilities,Power Generation
ELP,26106722775,Brazil,2021,451520,Utilities,Electric Utilities: Central
SNAP,26095368437,United States,2017,27375225,Technology,Computer Software: Programming Data Processing
XYL,26021935573,United States,2011,1376625,Industrials,Fluid Controls
NTR,26017336201,Canada,2004,2245523,Industrials,Agricultural Chemicals
EIX,25936916373,United States,,2433498,Utilities,Electric Utilities: Central
SBAC,25846496017,United States,1999,713436,Real Estate,Real Estate Investment Trusts
ANSS,25745623897,United States,1996,442759,Technology,Computer Software: Prepackaged Software
WST,25731387536,United States,,339272,Health Care,Medical/Dental Instruments
BNH,25697960640,Canada,2020,89470,Real Estate,Building operators
DFS,25690954297,United States,,1799430,Finance,Finance: Consumer Services
SPLK,25556395000,United States,2012,1943271,Technology,Computer Software: Prepackaged Software
AWK,25512195757,United States,2008,1144201,Utilities,Water Supply
WTW,25452657721,United Kingdom,2001,374727,Finance,Specialty Insurers
EC,25389558977,Colombia,,2393753,Energy,Oil & Gas Production
HEI,25387802356,United States,2000,323616,Industrials,Aerospace
GLW,25091873191,United States,,4178428,Industrials,Telecommunications Equipment
CBRE,25084447522,United States,,1685949,Finance,Real Estate
ARGX,25073826301,Netherlands,2017,206435,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FTV,24962326406,United States,2016,1281591,Industrials,Industrial Machinery/Components
AEM,24951995257,Canada,,2343990,Basic Materials,Precious Metals
GIB,24833426071,Canada,,131177,,
AVB,24828502031,United States,,842118,Real Estate,Real Estate Investment Trusts
TLK,24805179037,Indonesia,,161650,Telecommunications,Telecommunications Equipment
RMD,24671726064,United States,,892513,Health Care,Medical/Dental Instruments
NWG,24599395000,United Kingdom,2022,1454645,Finance,Commercial Banks
ZBH,24544784507,United States,,2051297,Health Care,Industrial Specialties
PINS,24364573725,United States,2019,12000857,Technology,Computer Software: Programming Data Processing
BNJ,24326747597,Canada,2020,28626,Real Estate,Building operators
MTD,24173319308,Switzerland,1997,105394,Industrials,Biotechnology: Laboratory Analytical Instruments
GRMN,24017790096,Switzerland,2000,610600,Industrials,Industrial Machinery/Components
HIG,24004439973,United States,,1516771,Finance,Property-Casualty Insurers
RCI,23981039420,Canada,,283257,Telecommunications,Cable & Other Pay Television Services
ULTA,23942284727,United States,2007,728851,Consumer Discretionary,Other Specialty Stores
BNTX,23774057903,Germany,2019,780950,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CCL,23277558992,United States,1987,22197030,Consumer Discretionary,Marine Transportation
TSCO,23276988121,United States,1994,938802,Consumer Discretionary,RETAIL: Building Materials
CHD,23273218405,United States,,1049059,Consumer Discretionary,Package Goods/Cosmetics
STT,23180793346,United States,,1819040,Finance,Major Banks
TEF,23100950216,Spain,1988,2577413,Telecommunications,Telecommunications Equipment
QSR,22980937540,Canada,2014,1133054,,
RJF,22867472922,United States,,790671,Finance,Investment Bankers/Brokers/Service
BR,22804701846,United States,,471360,Consumer Discretionary,Business Services
APTV,22753431266,United Kingdom,2011,2650639,Consumer Discretionary,Auto Parts:O.E.M.
DTE,22671959272,United States,,1211890,Utilities,Electric Utilities: Central
VOD,22664608161,United Kingdom,,10743977,Telecommunications,Telecommunications Equipment
ICLR,22536087527,Ireland,1998,291604,Health Care,Biotechnology: Commercial Physical & Biological Resarch
IX,22476727687,Japan,,11292,Finance,Diversified Financial Services
WY,22381830660,United States,,4740067,Real Estate,Real Estate Investment Trusts
HWM,22291839326,United States,,1455776,Industrials,Metal Fabrications
TROW,22204011393,United States,1986,2154553,Finance,Investment Bankers/Brokers/Service
VRSN,22136301000,United States,1998,535323,Technology,EDP Services
EQR,22092396660,United States,,1705123,Real Estate,Real Estate Investment Trusts
MOH,22065384000,United States,2003,445497,Health Care,Medical Specialities
TCOM,21888744200,China,2003,2541901,Consumer Discretionary,Business Services
MTB,21866933476,United States,,640590,Finance,Major Banks
ALNY,21820710147,United States,2004,461102,Health Care,Biotechnology: Pharmaceutical Preparations
SE,21777100948,United States,2017,6977608,Consumer Discretionary,Other Consumer Services
ZM,21699307151,United States,2019,4712300,Technology,Computer Software: Programming Data Processing
BRO,21558285698,United States,,1176069,Finance,Specialty Insurers
TW,21504481747,United States,2019,1134684,Finance,Investment Bankers/Brokers/Service
ETR,21483549588,United States,,1452987,Utilities,Electric Utilities: Central
WAB,21481183284,United States,,757893,Industrials,Railroads
RKT,21408588112,United States,2020,2378114,Finance,Finance: Consumer Services
EBAY,21336090000,United States,1998,5839861,Consumer Discretionary,Business Services
FE,21219672155,United States,,3425229,Utilities,Electric Utilities: Central
ES,21032931044,United States,,1773308,Utilities,Electric Utilities: Central
WPM,21005431058,Canada,,2135693,Basic Materials,Precious Metals
HPE,21000495450,United States,2015,16224585,Telecommunications,Telecommunications Equipment
FCNCA,20908948320,United States,,129764,Finance,Major Banks
MT,20834092223,Luxembourg,,1517911,Industrials,Steel/Iron Ore
FITB,20791437286,United States,,5637048,Finance,Major Banks
NVR,20785261107,United States,1998,24142,Consumer Discretionary,Homebuilding
LYV,20743101922,United States,,3079528,Consumer Discretionary,Services-Misc. Amusement & Recreation
PHM,20694962130,United States,,1608005,Consumer Discretionary,Homebuilding
INVH,20525079336,United States,2017,2317040,Finance,Real Estate
AEE,20499195942,United States,,1964619,Utilities,Power Generation
ROL,20353791929,United States,,1237839,Finance,Diversified Commercial Services
DOV,20352617051,United States,,438387,Industrials,Industrial Machinery/Components
SIRI,20346381051,United States,,28500148,Consumer Discretionary,Broadcasting
ARE,20321301825,United States,,1539116,Real Estate,Real Estate Investment Trusts
PTC,20196483985,United States,,776879,Technology,Computer Software: Prepackaged Software
EXPE,20116331852,United States,,1805156,Consumer Discretionary,Transportation Services
CBOE,19950701375,,2010,771300,Finance,Investment Bankers/Brokers/Service
FNV,19935371591,Canada,,1269748,Basic Materials,Precious Metals
CCJ,19923100867,Canada,1996,4866196,Basic Materials,Other Metals and Minerals
STE,19916136454,United States,,634002,Health Care,Industrial Specialties
JBHT,19904498509,United States,,463303,Industrials,Trucking Freight/Courier Services
UMC,19857541388,Taiwan,,3558172,Technology,Semiconductors
TDY,19845411711,United States,,345500,Industrials,Industrial Machinery/Components
TECK,19817200000,Canada,,2766090,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
WBA,19809561617,United States,,18747709,Consumer Staples,Retail-Drug Stores and Proprietary Stores
IFF,19518642586,United States,,1805589,Industrials,Major Chemicals
BEKE,19476023740,China,2020,7283828,Finance,Real Estate
FTS,19452070000,United States,2016,962359,Utilities,Electric Utilities: Central
TS,19431636222,Luxembourg,,1828644,Industrials,Steel/Iron Ore
ASX,19412394699,Taiwan,2018,3164108,Technology,Semiconductors
IRM,19402706794,United States,,1634299,Real Estate,Real Estate Investment Trusts
DRI,19380291393,United States,,785683,Consumer Discretionary,Restaurants
PPL,19290545260,United States,,4538978,Utilities,Electric Utilities: Central
VLTO,19076559015,United States,2023,2329321,Industrials,Electrical Products
ERIC,19071347924,Sweden,,8551618,Technology,Radio And Television Broadcasting And Communications Equipment
KOF,19035641108,Mexico,1993,153131,Consumer Staples,Beverages (Production/Distribution)
GPC,19014869063,United States,,711722,Consumer Discretionary,Automotive Aftermarket
WRB,18899441372,United States,,1049151,Finance,Property-Casualty Insurers
VRT,18854653345,United States,2018,7001726,Technology,Industrial Machinery/Components
TRGP,18828059664,United States,2010,1564803,Utilities,Natural Gas Distribution
EBR,18810736283,Brazil,2016,1330856,Utilities,Electric Utilities: Central
VTR,18803252307,United States,,1328550,Real Estate,Real Estate Investment Trusts
BGNE,18779890969,Cayman Islands,2016,209786,Health Care,Biotechnology: Pharmaceutical Preparations
ILMN,18681232000,United States,2000,2390980,Health Care,Medical Specialities
FLT,18644549674,United States,2010,358463,Consumer Discretionary,Business Services
BAX,18613699545,United States,,3783472,Health Care,Medical/Dental Instruments
K,18509766912,United States,,2382037,Consumer Staples,Packaged Foods
LH,18469995000,United States,,1098140,Health Care,Medical Specialities
IOT,18463893025,United States,2021,4588414,Technology,Retail: Computer Software & Peripheral Equipment
OWL,18456647588,United States,2020,5163316,Finance,Investment Managers
BLDR,18451444072,United States,2005,1250086,Consumer Discretionary,RETAIL: Building Materials
DUKB,18450838768,United States,2018,41596,Utilities,Power Generation
MKL,18413814418,United States,1986,47997,Finance,Property-Casualty Insurers
STLD,18413096121,United States,1996,1217013,Industrials,Steel/Iron Ore
CTRA,18368521070,United States,,6517339,Energy,Oil & Gas Production
CNP,18311795476,United States,,3288906,Utilities,Electric Utilities: Central
PBA,18303660000,Canada,,1335424,Energy,Oil & Gas Production
PFG,18193228343,United States,2001,686713,Finance,Accident &Health Insurance
NTAP,18171938345,United States,1995,2131688,Technology,Electronic Components
MKC,18160696359,United States,,1273590,Consumer Staples,Packaged Foods
DECK,18159821634,United States,1993,368588,Consumer Discretionary,Shoe Manufacturing
NOK,18135998195,Finland,1994,17591508,Technology,Radio And Television Broadcasting And Communications Equipment
AXON,18131739087,United States,2001,347426,Industrials,Ordnance And Accessories
LUV,18068257168,United States,,12978953,Consumer Discretionary,Air Freight/Delivery Services
BMRN,18064507599,United States,1999,1720972,Health Care,Biotechnology: Pharmaceutical Preparations
BALL,18041535465,United States,,1738994,Industrials,Containers/Packaging
CHKP,17984786800,Israel,1996,735297,Technology,Computer Software: Prepackaged Software
PHG,17894054698,Netherlands,,613884,Health Care,Medical Electronics
AER,17864447816,Netherlands,2006,1540710,Consumer Discretionary,Diversified Commercial Services
TSN,17822382221,United States,,2807237,Consumer Staples,Meat/Poultry/Fish
VIV,17750150320,Brazil,2020,933119,Telecommunications,Telecommunications Equipment
CLX,17658572009,United States,,865202,Consumer Discretionary,Specialty Chemicals
WMG,17641897770,United States,2020,1441005,Consumer Discretionary,Services-Misc. Amusement & Recreation
WAT,17607422481,United States,1995,388865,Industrials,Biotechnology: Laboratory Analytical Instruments
EXPD,17522326993,United States,,858822,Consumer Discretionary,Oil Refining/Marketing
FITBI,17474886367,United States,,42857,Finance,Major Banks
RIVN,17440037350,United States,2021,33808158,Consumer Discretionary,Auto Manufacturing
AKAM,17395404737,United States,1999,1232872,Consumer Discretionary,Business Services
HRL,17312956173,United States,,1899507,Consumer Staples,Meat/Poultry/Fish
STX,17284872763,Ireland,2002,2107764,Technology,Electronic Components
TVE,17271595068,United States,,18923,Utilities,Electric Utilities: Central
LPLA,17241486084,United States,2010,654109,Finance,Investment Bankers/Brokers/Service
FDS,17216368259,United States,2000,299571,Technology,Computer Software: Programming Data Processing
EG,17188248659,Bermuda,,300150,Finance,Property-Casualty Insurers
TYL,17173609390,United States,,177842,Technology,Computer Software: Prepackaged Software
HBAN,17159689852,United States,,12797539,Finance,Major Banks
ZTO,17137012900,China,2016,4246459,Industrials,Trucking Freight/Courier Services
HUBB,17107042612,United States,2015,429582,Technology,Electrical Products
SWKS,17062385663,United States,,1364225,Technology,Semiconductors
RPRX,17032788743,United States,2020,2755430,Health Care,Biotechnology: Pharmaceutical Preparations
AGNCN,16999111408,United States,,21499,Real Estate,Real Estate Investment Trusts
AQNB,16987301715,United States,2019,28653,Utilities,Electric Utilities: Central
CMS,16913533979,United States,,2640640,Utilities,Power Generation
